mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,77.78406143188477,32.254934310913086,10.741829872131348
mps-uncap,0.9,274.8650312423706,287.09959983825684,15.106797218322754
mps-uncap,1.0,3810.2715015411377,680.7862520217896,3032.3333740234375
mps-uncap,0.5,32.92965888977051,13.807415962219238,3.900766372680664
mps-uncap,0.6,34.56437587738037,15.933990478515625,4.488825798034668
mps-uncap,0.7,54.22842502593994,17.20905303955078,6.181001663208008
mps-uncap,0.1,30.32684326171875,19.90687847137451,4.21750545501709
mps-uncap,0.2,27.747631072998047,16.053438186645508,4.086613655090332
mps-uncap,0.3,28.97465229034424,15.30444622039795,3.9409399032592773
mps-uncap,0.4,30.760526657104492,13.659000396728516,3.932356834411621
