mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32,2_squeezenet1_0-4
mps-uncap,0.8,63.17269802093506,59.7203254699707,11.976838111877441
mps-uncap,0.9,59.896230697631836,64.12248611450195,12.977933883666992
mps-uncap,1.0,64.55426216125488,59.810638427734375,13.466215133666994
mps-uncap,0.5,59.340643882751465,56.96868896484375,8.522510528564453
mps-uncap,0.6,60.84737777709961,58.57398509979248,9.59157943725586
mps-uncap,0.7,58.683061599731445,62.15653419494629,10.164022445678711
mps-uncap,0.1,46.54407501220703,41.19844436645508,4.427313804626465
mps-uncap,0.2,51.41324996948243,52.02460289001465,4.985809326171875
mps-uncap,0.3,56.19335174560547,54.81576919555664,7.557868957519531
mps-uncap,0.4,57.33180046081543,57.212090492248535,8.005571365356445
