mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32,2_squeezenet1_0-4
mps-uncap,0.8,66.88237190246582,66.5585994720459,21.294355392456055
mps-uncap,0.9,71.38967514038086,75.44255256652832,19.080162048339844
mps-uncap,1.0,75.14214515686035,65.25444984436035,18.870830535888672
mps-uncap,0.5,63.215017318725586,61.8898868560791,17.97199249267578
mps-uncap,0.6,66.26248359680176,69.5199966430664,18.749475479125977
mps-uncap,0.7,63.67802619934082,67.20137596130371,18.517732620239258
mps-uncap,0.1,88.043212890625,87.44955062866211,22.084951400756836
mps-uncap,0.2,61.43045425415039,61.591148376464844,17.440080642700195
mps-uncap,0.3,63.467979431152344,64.9714469909668,18.20826530456543
mps-uncap,0.4,64.44096565246582,64.56661224365234,16.608476638793945
