mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32,2_squeezenet1_0-4
mps-uncap,0.8,65.0636672973633,62.03132629394531,16.734838485717773
mps-uncap,0.9,61.49221897125244,65.69053173065186,17.27138519287109
mps-uncap,1.0,65.97651720046997,61.37514114379883,17.404556274414062
mps-uncap,0.5,62.215232849121094,60.08666992187499,14.762163162231445
mps-uncap,0.6,64.06051874160767,62.59481906890869,16.331887245178237
mps-uncap,0.7,62.07489967346192,64.8113465309143,15.872049331665039
mps-uncap,0.1,83.93645286560059,82.12048768997194,9.585046768188482
mps-uncap,0.2,58.51128101348877,58.237020969390876,10.036907196044924
mps-uncap,0.3,60.788178443908684,60.6848669052124,12.828207015991225
mps-uncap,0.4,61.43680572509765,61.18803739547729,11.282663345336912
