mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32,2_squeezenet1_0-4
mps-uncap,0.8,440.7974175655505,432.9382890891604,442.8288423110479
mps-uncap,0.9,530.3941441221577,495.22965608371027,466.1868512530047
mps-uncap,1.0,503.2303423447794,549.9013878435562,437.6945109226916
mps-uncap,0.5,249.1051438572587,272.9251647170104,273.65072792050864
mps-uncap,0.6,344.33535151884206,340.70829470294444,323.47431433787557
mps-uncap,0.7,366.65473608315926,377.01882822427234,382.01026688841597
mps-uncap,0.1,57.44156176342565,55.94712866946415,53.7428880331593
mps-uncap,0.2,114.48465225890224,105.32278979740298,114.69385954131009
mps-uncap,0.3,163.41845406512618,172.46991953453193,164.61575123324818
mps-uncap,0.4,219.97278706955007,224.64426245391937,220.06618715309628
