mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32,2_squeezenet1_0-4
mps-uncap,0.8,461.31623983383184,325.5609130859375,236.41109466552734
mps-uncap,0.9,879.0145897865292,969.5700120925909,5827.065715789795
mps-uncap,1.0,9777.765538692474,6561.999797821045,13523.567810058594
mps-uncap,0.5,151.5691256523133,140.28100490570063,26.73935890197754
mps-uncap,0.6,364.60073947906466,192.96131849288955,42.54467487335222
mps-uncap,0.7,206.89063549041754,267.500627040863,62.57457733154294
mps-uncap,0.1,88.0882740020752,82.16444253921509,10.169422626495368
mps-uncap,0.2,79.42808628082273,67.01024532318117,12.19209909439087
mps-uncap,0.3,104.69243526458735,119.02457714080819,15.784215927124045
mps-uncap,0.4,101.56248092651367,154.4341588020324,18.11577796936034
