mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32,2_squeezenet1_0-4
mps-uncap,0.8,29.89935874938965,29.57749366760254,1.7251968383789062
mps-uncap,0.9,30.673980712890625,30.305147171020508,1.7240047454833984
mps-uncap,1.0,31.56304359436035,30.905961990356445,1.7342567443847656
mps-uncap,0.5,29.392480850219727,29.437780380249023,1.718282699584961
mps-uncap,0.6,29.449939727783203,29.628276824951172,1.7054080963134766
mps-uncap,0.7,29.542207717895508,29.40082550048828,1.7251968383789062
mps-uncap,0.1,29.95920181274414,29.334306716918945,2.1457672119140625
mps-uncap,0.2,29.40201759338379,29.271841049194336,1.9254684448242188
mps-uncap,0.3,29.20842170715332,29.45542335510254,1.7251968383789062
mps-uncap,0.4,29.315471649169922,29.407024383544922,1.6939640045166016
