mode,load,0_efficientnet_b5-8,1_mobilenet_v2-16,2_vgg19-2
mps-uncap,0.8,0.011444091796875,0.010251998901367188,0.008821487426757812
mps-uncap,0.9,0.011682510375976562,0.00858306884765625,0.008106231689453125
mps-uncap,1.0,0.0133514404296875,0.0095367431640625,0.00858306884765625
mps-uncap,0.5,0.011920928955078125,0.010728836059570312,0.009775161743164062
mps-uncap,0.6,0.010967254638671875,0.0095367431640625,0.0095367431640625
mps-uncap,0.7,0.011682510375976562,0.00858306884765625,0.0095367431640625
mps-uncap,0.1,0.024080276489257812,0.011444091796875,0.010967254638671875
mps-uncap,0.2,0.019073486328125,0.010967254638671875,0.010013580322265625
mps-uncap,0.3,0.011920928955078125,0.011444091796875,0.009775161743164062
mps-uncap,0.4,0.013113021850585938,0.010251998901367188,0.01049041748046875
