mode,load,0_efficientnet_b5-8,1_mobilenet_v2-16,2_vgg19-2
mps-uncap,0.8,22.170305252075195,6.746649742126465,4.925251007080078
mps-uncap,0.9,33.65802764892578,11.036276817321777,8.270502090454102
mps-uncap,1.0,146.35324478149414,66.37120246887207,40.851473808288574
mps-uncap,0.5,16.614794731140137,5.918264389038086,3.3235549926757812
mps-uncap,0.6,16.843557357788086,6.021738052368164,3.7696361541748047
mps-uncap,0.7,18.706560134887695,6.059169769287109,4.209399223327637
mps-uncap,0.1,21.37470245361328,6.075143814086914,2.520918846130371
mps-uncap,0.2,21.04949951171875,5.7926177978515625,2.5184154510498047
mps-uncap,0.3,17.673969268798828,5.836963653564453,2.6259422302246094
mps-uncap,0.4,16.408681869506836,6.012558937072754,2.956509590148926
