mode,load,0_efficientnet_b5-8,1_mobilenet_v2-16,2_vgg19-2
mps-uncap,0.8,9.05299186706543,3.053426742553711,2.222299575805664
mps-uncap,0.9,9.06229019165039,3.0546188354492188,2.223491668701172
mps-uncap,1.0,9.690999984741211,3.0646324157714844,2.242565155029297
mps-uncap,0.5,9.041786193847656,3.0481815338134766,2.2237300872802734
mps-uncap,0.6,9.139776229858398,3.0472278594970703,2.229928970336914
mps-uncap,0.7,9.098291397094727,3.0448436737060547,2.2211074829101562
mps-uncap,0.1,9.021282196044922,3.060579299926758,2.2237300872802734
mps-uncap,0.2,9.03630256652832,3.0548572540283203,2.2170543670654297
mps-uncap,0.3,9.148359298706055,3.0617713928222656,2.2149085998535156
mps-uncap,0.4,9.06825065612793,3.0379295349121094,2.213716506958008
