mode,load,0_efficientnet_b5-8,1_mobilenet_v2-16,2_vgg19-2
mps-uncap,0.8,25.52318572998047,8.21375846862793,6.6471099853515625
mps-uncap,0.9,25.68221092224121,8.80289077758789,7.1353912353515625
mps-uncap,1.0,26.29852294921875,8.462190628051758,6.659984588623047
mps-uncap,0.5,24.903297424316406,8.032083511352539,6.537914276123047
mps-uncap,0.6,23.99301528930664,7.868051528930664,6.47425651550293
mps-uncap,0.7,24.71923828125,8.02302360534668,6.820201873779297
mps-uncap,0.1,24.133682250976562,7.495880126953125,6.379604339599609
mps-uncap,0.2,25.228023529052734,7.86280632019043,6.430387496948242
mps-uncap,0.3,26.6263484954834,7.624149322509766,6.154537200927734
mps-uncap,0.4,24.892807006835938,8.830547332763672,6.354093551635742
