mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,37.03570365905762,38.26141357421875,37.91379928588867,24.025678634643555
