mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,23.26798439025879,4.852056503295898,4.9343109130859375,18.398046493530273
