mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,26.99577808380127,25.426149368286133,26.185989379882812,21.062374114990234
