mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,37.035226821899414,38.26117515563965,37.91356086730957,24.025678634643555
