mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,33.84430408477784,32.96303749084473,33.3918571472168,22.23362922668457
