mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,23.267745971679688,4.851818084716797,4.934072494506836,18.397808074951172
