mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,1126.167223136286,155.17431167414549,150.87281223039804,1533.8716126468505
