mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,35.73354959487915,36.498308181762695,36.48510456085205,23.102846145629883
