mode,load,0_efficientnet_b5-16,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_resnet18-32
mps-uncap,1.0,338.38880391506063,2373.141778121483,1373.1363397365378,3193.6200961606355
