mode,load,0_vgg16-4,1_alexnet-16,2_vgg19-16
mps-uncap,1.0,0.000476837158203125,0.0069141387939453125,0.000476837158203125
mig,1.0,0.0021457672119140625,0.0054836273193359375,0.0007152557373046875
