mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_vgg13-8
mps-uncap,1.0,1413.8498762332397,1413.8384371088027,968.8913836009833,845.3895869804236
