mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-2,2_vgg13-4
mps-uncap,0.8,11.535167694091797,2.785921096801758,2.4344921112060547
mps-uncap,0.9,11.667013168334961,2.707958221435547,2.4268627166748047
mps-uncap,1.0,11.815786361694336,2.717733383178711,2.630472183227539
mps-uncap,0.5,11.533021926879883,2.693653106689453,2.4259090423583984
mps-uncap,0.6,11.492729187011719,2.680063247680664,2.4318695068359375
mps-uncap,0.7,11.550188064575195,2.70843505859375,2.421140670776367
mps-uncap,0.1,11.67917251586914,2.7365684509277344,2.4216175079345703
mps-uncap,0.2,11.557340621948242,2.826213836669922,2.4251937866210938
mps-uncap,0.3,11.566400527954102,2.7589797973632812,2.43377685546875
mps-uncap,0.4,11.51895523071289,2.7005672454833984,2.426624298095703
