mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-2,2_vgg13-4
mps-uncap,0.8,28.821945190429688,7.468428611755369,4.563093185424805
mps-uncap,0.9,29.13576364517212,7.146425247192383,4.669175148010255
mps-uncap,1.0,29.75587368011475,7.214303016662597,4.772062301635742
mps-uncap,0.5,25.72372436523437,7.566258907318115,4.452884197235107
mps-uncap,0.6,27.12290287017822,7.25839138031006,4.495611190795898
mps-uncap,0.7,27.073383331298828,7.324829101562499,4.55599308013916
mps-uncap,0.1,27.004871368408203,8.932292461395264,4.181387424468993
mps-uncap,0.2,27.3180627822876,8.291788101196287,4.226458072662354
mps-uncap,0.3,27.858171463012695,8.320765495300291,4.417476654052735
mps-uncap,0.4,26.341042518615726,8.001115322113035,4.454483985900879
