mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-2,2_vgg13-4
mps-uncap,0.8,173.44760894775368,25.487885475158635,23.50616455078125
mps-uncap,0.9,345.32272815704346,49.0247869491577,48.43225002288819
mps-uncap,1.0,1792.83260345459,67.35789299011222,120.41872978210448
mps-uncap,0.5,57.05528259277329,20.521628856658914,10.18500328063962
mps-uncap,0.6,71.72338962554925,19.12726163864139,12.969048023223868
mps-uncap,0.7,107.80347585678113,20.71442604064941,19.358503818511984
mps-uncap,0.1,41.718077659606934,13.799548149108887,4.665303230285644
mps-uncap,0.2,43.5596561431885,19.226789474487287,5.811710357666021
mps-uncap,0.3,44.8887825012207,21.244049072265618,7.620332241058374
mps-uncap,0.4,47.776732444763184,20.87159872055053,8.746721744537354
