mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-2,2_vgg13-4
mps-uncap,0.8,148.08545112609846,20.705757141113246,20.061969757080078
mps-uncap,0.9,318.087100982666,43.772685527801364,44.63197231292725
mps-uncap,1.0,1772.8969001770022,62.49008417129509,116.78460121154784
mps-uncap,0.5,41.2891578674316,15.617079734802244,6.958532333374017
mps-uncap,0.6,51.34372711181639,14.18087482452393,9.799618721008297
mps-uncap,0.7,88.9780282974244,16.327743530273434,15.757040977478134
mps-uncap,0.1,20.44333457946776,6.991684436798096,2.0943284034728995
mps-uncap,0.2,25.76167106628422,12.696523666381777,2.736668586730958
mps-uncap,0.3,27.88385391235336,15.03560543060298,4.519038200378424
mps-uncap,0.4,33.2460832595826,15.316610336303706,5.702576637268064
