mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-2,2_vgg13-4
mps-uncap,0.8,30.34067153930664,8.26263427734375,5.439281463623047
mps-uncap,0.9,30.50088882446289,7.67970085144043,5.584478378295898
mps-uncap,1.0,30.919790267944336,7.816553115844727,6.197929382324219
mps-uncap,0.5,28.037309646606445,8.147001266479492,4.90570068359375
mps-uncap,0.6,28.649568557739258,8.443117141723633,5.35130500793457
mps-uncap,0.7,28.313159942626953,8.108854293823242,5.0868988037109375
mps-uncap,0.1,27.36353874206543,11.873483657836914,4.650354385375977
mps-uncap,0.2,39.14928436279297,9.979724884033203,4.8313140869140625
mps-uncap,0.3,30.866384506225586,10.944366455078125,5.0411224365234375
mps-uncap,0.4,27.82917022705078,8.963584899902344,4.915714263916016
