mode,load,0_vgg13-16,1_mobilenet_v3_large-8,2_vgg19-16
mps-uncap,1.0,25.373220443725586,47.3635196685791,36.71979904174805
mig,1.0,24.900436401367188,19.042491912841797,49.34072494506836
