mode,load,0_vgg13-16,1_mobilenet_v3_large-8,2_vgg19-16
mps-uncap,1.0,17.407655715942383,37.54425048828125,25.18320083618164
mig,1.0,19.420623779296875,4.885435104370117,42.29748249053955
