mode,load,0_vgg13-16,1_mobilenet_v3_large-8,2_vgg19-16
mps-uncap,1.0,19.948205947875977,45.759782791137695,28.645992279052734
mig,1.0,20.890483856201175,5.351777076721191,43.92131567001343
