mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-2
mps-uncap,1.0,13.026952743530273,13.029217720031738,10.365486145019531,8.706331253051758
