mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-2
mps-uncap,1.0,19.473791122436523,19.0885066986084,19.48380470275879,12.466907501220703
