mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-2
mps-uncap,1.0,13.44611644744873,13.439655303955078,11.359930038452148,10.487580299377441
