mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_mobilenet_v3_small-2
mps-uncap,1.0,13.717436790466309,13.719356060028076,12.297868728637695,11.381402015686035
