mode,load,0_resnet34-32,1_resnet34-32
mig,0.1,0.06198883056640625,0.06508827209472656
mig,0.2,0.056743621826171875,0.05936622619628906
mig,0.3,0.052928924560546875,0.05435943603515625
mig,0.4,0.05078315734863281,0.053882598876953125
mig,0.5,0.0591278076171875,0.06222724914550781
mig,0.6,2.357959747314453,5.810976028442383
mig,0.7,6.939291954040527,9.908437728881836
mig,0.8,12.856841087341309,14.686822891235352
mig,0.9,24.00684356689453,30.320167541503906
mig,1.0,302.3488521575928,546.6911792755127
