mode,load,0_densenet121-16,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.8,448.8751792907717,701.9193911552429,497.21238613128713
mps-uncap,0.9,1798.937680721283,1019.1168093681335,920.9936714172356
mps-uncap,1.0,13252.882084846497,8976.120567321776,3483.998303413391
mps-uncap,0.5,100.83346366882324,121.1601734161377,221.07931137084947
mps-uncap,0.6,91.60404205322271,285.11205673217773,317.6406335830689
mps-uncap,0.7,252.58654117584217,135.26061296463013,285.24197816848755
mps-uncap,0.1,50.61411142349247,54.408674240112305,114.79482650756833
mps-uncap,0.2,53.27243804931648,49.827036857605,110.2270460128784
mps-uncap,0.3,52.47799873352055,73.71385812759387,108.02289009094233
mps-uncap,0.4,93.03491592407227,103.34671974182113,187.89979934692374
