mode,load,0_densenet121-16,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.8,36.63067817687988,56.33561611175537,54.78024482727051
mps-uncap,0.9,41.182923316955566,61.248040199279785,52.250027656555176
mps-uncap,1.0,41.727447509765625,62.95347213745117,52.45471000671387
mps-uncap,0.5,36.858439445495605,45.04208564758301,52.338314056396484
mps-uncap,0.6,35.12835502624512,53.79986763000488,53.5222053527832
mps-uncap,0.7,37.92753219604492,47.45323657989502,53.252553939819336
mps-uncap,0.1,30.85532188415527,46.22073173522949,54.65679168701172
mps-uncap,0.2,33.017539978027344,36.68022155761719,49.182987213134766
mps-uncap,0.3,30.522584915161136,42.44589805603027,50.23975372314454
mps-uncap,0.4,36.38644218444825,49.66340065002442,49.54574108123779
