mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,79.6668529510498,109.50064659118652,54.7487735748291
mps-uncap,0.9,152.15158462524414,258.1207752227783,101.57942771911621
mps-uncap,1.0,458.4794044494629,467.20290184020996,340.3174877166748
mps-uncap,0.5,50.943851470947266,82.0920467376709,32.78088569641113
mps-uncap,0.6,56.27179145812988,86.55452728271484,31.32152557373047
mps-uncap,0.7,64.83697891235352,110.7475757598877,33.326148986816406
mps-uncap,0.1,40.89188575744629,49.95322227478027,12.097358703613281
mps-uncap,0.2,47.243595123291016,47.4240779876709,13.382673263549805
mps-uncap,0.3,47.40309715270996,57.02400207519531,15.153884887695312
mps-uncap,0.4,86.16375923156738,59.09109115600586,19.265413284301758
