mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,381.015625196939,125.190821038805,5165.724355026779
mps-uncap,0.9,432.7415926907025,147.58949761293215,5694.77767236071
mps-uncap,1.0,487.04420714944484,165.3998034519709,6381.851941340619
mps-uncap,0.5,232.66605035953265,82.68228644109954,3169.2757312830818
mps-uncap,0.6,289.958506653032,95.03801262458276,3805.258370674955
mps-uncap,0.7,345.456475510702,116.08030772490572,4520.461078139236
mps-uncap,0.1,50.03191867795522,16.80017103851903,634.4963661636544
mps-uncap,0.2,99.00413931733156,32.91744362825386,1253.3347001666657
mps-uncap,0.3,148.03408634941007,51.920856966595025,1919.5042686688635
mps-uncap,0.4,196.06886061634634,64.2814319392118,2549.496155216743
