mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,15.670061111450195,19.76466178894043,7.338881492614746
mps-uncap,0.9,22.538185119628906,32.06229209899902,10.004878044128418
mps-uncap,1.0,67.95096397399902,64.4158124923706,70.67084312438965
mps-uncap,0.5,13.19742202758789,17.226696014404297,4.342198371887207
mps-uncap,0.6,12.961983680725098,17.14169979095459,4.785776138305664
mps-uncap,0.7,13.305068016052246,19.049406051635742,5.552768707275391
mps-uncap,0.1,17.972588539123535,22.71294593811035,3.6503076553344727
mps-uncap,0.2,18.00847053527832,19.333839416503906,3.6640167236328125
mps-uncap,0.3,16.47329330444336,17.64702796936035,3.936648368835449
mps-uncap,0.4,13.367533683776855,17.529010772705078,4.086494445800781
