mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,16.67618751525879,22.10545063018799,6.145119667053223
mps-uncap,0.9,17.507362365722656,24.816489219665527,6.141183376312255
mps-uncap,1.0,17.114706039428707,23.550744056701664,6.34821891784668
mps-uncap,0.5,17.33344554901123,22.256717681884755,5.679528713226317
mps-uncap,0.6,16.49831771850587,23.346939086914062,5.660877227783203
mps-uncap,0.7,16.92029237747192,23.66640329360962,5.784573554992676
mps-uncap,0.1,19.49153184890747,26.20311737060547,4.983007907867432
mps-uncap,0.2,19.880342483520504,27.682900428771973,5.040802955627441
mps-uncap,0.3,19.805157184600834,26.182422637939457,5.599737167358396
mps-uncap,0.4,19.19759750366211,25.9978461265564,5.63315391540527
