mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,6.993770599365234,9.525060653686523,3.477811813354492
mps-uncap,0.9,6.879329681396484,9.631872177124023,3.489971160888672
mps-uncap,1.0,6.93511962890625,9.510993957519531,3.500223159790039
mps-uncap,0.5,6.962776184082031,9.511947631835938,3.479480743408203
mps-uncap,0.6,7.011651992797852,9.671211242675781,3.495931625366211
mps-uncap,0.7,6.859779357910156,9.449481964111328,3.4940242767333984
mps-uncap,0.1,7.030010223388672,9.463071823120117,3.4966468811035156
mps-uncap,0.2,7.075071334838867,9.70911979675293,3.4971237182617188
mps-uncap,0.3,6.928443908691406,9.488821029663086,3.4956932067871094
mps-uncap,0.4,6.883859634399414,9.544849395751953,3.480672836303711
