mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,18.22638511657715,24.247169494628906,6.542444229125977
mps-uncap,0.9,18.490314483642578,25.292158126831055,6.374359130859375
mps-uncap,1.0,18.36228370666504,24.954557418823242,7.8334808349609375
mps-uncap,0.5,19.99044418334961,25.696516036987305,6.403684616088867
mps-uncap,0.6,19.208669662475586,24.838685989379883,6.805896759033203
mps-uncap,0.7,17.783403396606445,24.728775024414062,6.336212158203125
mps-uncap,0.1,19.589900970458984,32.343387603759766,6.292819976806641
mps-uncap,0.2,21.21901512145996,29.02054786682129,6.4258575439453125
mps-uncap,0.3,24.030685424804688,28.68795394897461,6.337642669677734
mps-uncap,0.4,19.842147827148438,26.808738708496094,6.45899772644043
