mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,37.491559982299805,40.83850383758545,18.391132354736328
mps-uncap,0.9,64.21270370483398,102.57267951965332,30.135846138000495
mps-uncap,1.0,192.2238349914551,204.51147556304934,210.3497982025147
mps-uncap,0.5,22.67556190490723,29.477262496948235,8.808016777038572
mps-uncap,0.6,23.286437988281257,30.935454368591312,10.359573364257821
mps-uncap,0.7,27.096462249755863,38.763618469238295,12.897205352783203
mps-uncap,0.1,19.568395614624023,25.743675231933594,4.258108139038087
mps-uncap,0.2,24.076271057128913,27.363300323486328,5.309057235717774
mps-uncap,0.3,25.157237052917473,29.002785682678226,6.365537643432617
mps-uncap,0.4,22.82223701477051,28.095793724060076,7.319736480712892
