mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,50.10236740112311,57.12110042572016,26.855766773223877
mps-uncap,0.9,104.09827232360844,195.87581157684323,66.84153318405151
mps-uncap,1.0,337.2128868103024,398.2818031311036,296.4862155914307
mps-uncap,0.5,23.245286941528327,31.365389823913528,11.255199909210194
mps-uncap,0.6,30.6599473953248,42.16892480850232,14.358854293823226
mps-uncap,0.7,32.99339771270752,52.33902454376207,18.880505561828613
mps-uncap,0.1,16.954987049102783,19.979324340820337,3.1877350807189964
mps-uncap,0.2,19.025564193725575,24.574863910675052,4.178490638732914
mps-uncap,0.3,26.203052997589143,32.746505737304766,5.521988868713369
mps-uncap,0.4,30.084688663482662,31.033041477203398,7.420864105224608
