mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,7.06791877746582,9.579896926879883,3.496408462524414
mps-uncap,0.9,6.949663162231445,9.787321090698242,3.5076141357421875
mps-uncap,1.0,7.36689567565918,9.527444839477539,3.5161972045898438
mps-uncap,0.5,7.029533386230469,9.67264175415039,3.4933090209960938
mps-uncap,0.6,7.102012634277344,9.697675704956055,3.511190414428711
mps-uncap,0.7,6.959199905395508,9.592294692993164,3.5092830657958984
mps-uncap,0.1,7.192850112915039,9.541511535644531,3.512859344482422
mps-uncap,0.2,7.208585739135742,9.870529174804688,3.509044647216797
mps-uncap,0.3,7.074594497680664,9.514331817626953,3.511667251586914
mps-uncap,0.4,6.947994232177734,9.799480438232422,3.494739532470703
