mode,load,0_densenet121-8,1_densenet161-4,2_squeezenet1_1-32
mps-uncap,0.8,12.049674987792969,16.658306121826172,4.129290580749512
mps-uncap,0.9,13.031005859375,19.016027450561523,4.420876502990723
mps-uncap,1.0,15.355944633483887,20.902037620544434,4.744291305541992
mps-uncap,0.5,12.101411819458008,15.468120574951172,3.8902759552001953
mps-uncap,0.6,11.354327201843262,14.835953712463379,3.899812698364258
mps-uncap,0.7,10.909795761108398,15.259027481079102,3.99017333984375
mps-uncap,0.1,17.464399337768555,22.544145584106445,3.590822219848633
mps-uncap,0.2,17.13705062866211,18.15187931060791,3.583669662475586
mps-uncap,0.3,13.328313827514648,16.947627067565918,3.5974979400634766
mps-uncap,0.4,12.426614761352539,16.77727699279785,3.779172897338867
