mode,load,0_densenet169-8,1_efficientnet_b5-4,2_resnet101-2
mps-uncap,0.8,506.1158596917073,261.41199574266506,213.8672178362655
mps-uncap,0.9,569.2555897966164,295.539826288551,242.04802150052197
mps-uncap,1.0,605.2308239964511,329.4436983520539,267.08298156993766
mps-uncap,0.5,311.6183962350887,166.54729788786636,131.79928369846067
mps-uncap,0.6,379.20521133861166,197.61481821167595,158.48992125524316
mps-uncap,0.7,432.37530833373427,221.30191926690276,185.28851158702855
mps-uncap,0.1,61.81189846706516,35.27167609194731,27.61078361465154
mps-uncap,0.2,127.97223279189961,65.39564585916585,51.87095477189417
mps-uncap,0.3,188.23973575414067,95.87014541311459,77.09882782912712
mps-uncap,0.4,249.38792136396435,133.17058312663306,106.10741352082373
