mode,load,0_densenet121-8,1_densenet121-8,2_densenet121-8,3_densenet121-8
mig,0.1,16.385555267333984,16.748428344726562,16.626358032226562,25.600314140319824
mig,0.2,16.26873016357422,16.233086585998535,16.57867431640625,25.59351921081543
mig,0.3,13.489127159118652,13.65804672241211,13.712167739868164,25.578022003173828
mig,0.4,13.487696647644043,13.64278793334961,13.664484024047852,25.56633949279785
mig,0.5,13.510704040527344,14.796257019042969,13.84282112121582,25.60567855834961
mig,0.6,18.242597579956055,18.4481143951416,18.618464469909668,30.43830394744873
mig,0.7,23.89073371887207,24.58500862121582,22.17113971710205,41.892290115356445
mig,0.8,32.40180015563965,28.766274452209473,29.24633026123047,59.19337272644043
mig,0.9,56.68902397155762,70.8000659942627,57.486653327941895,92.34070777893066
mig,1.0,435.5049133300781,229.86912727355957,214.6925926208496,607.2843074798584
