mode,load,0_densenet121-8,1_densenet121-8,2_densenet121-8,3_densenet121-8
mig,0.1,61.70526344226424,53.771153528364096,58.504709884624766,31.85902670391951
mig,0.2,120.22881249777397,117.39162475942669,108.43429513128763,66.65094372397083
mig,0.3,180.93644206911281,181.7988018759839,178.64942328982997,97.45675169144648
mig,0.4,240.0612143790042,223.4982603176741,242.95707722657363,123.60417580841835
mig,0.5,295.21782468076157,294.9070059297387,296.11650351447264,153.5553591570903
mig,0.6,359.1992618747362,353.3068422120602,343.85518250791654,179.8546226340767
mig,0.7,425.34076992132526,414.3663439620964,403.69992423244656,212.13727359559252
mig,0.8,482.1030216259668,461.03682881145426,471.5885702921359,256.5193629966322
mig,0.9,531.6880743598779,544.4333778220561,537.4793623109007,279.64465438604526
mig,1.0,598.5533586146782,577.1363879386812,580.9841883145341,308.40688109082873
