mode,load,0_densenet121-8,1_densenet121-8,2_densenet121-8,3_densenet121-8
mig,0.1,16.19875907897948,15.13581275939943,15.28091192245483,24.066157341003418
mig,0.2,23.30694198608394,24.807274341583263,23.882555961608865,36.16003036499027
mig,0.3,25.076224803924564,33.28049659728993,27.4219131469726,64.82558250427256
mig,0.4,31.202828884124752,30.472433567047105,37.118902206420834,53.43251228332519
mig,0.5,38.70883941650392,47.98616409301732,49.339747428894,68.55405330657972
mig,0.6,62.46984481811519,63.2436180114746,55.02254486083984,82.49054908752441
mig,0.7,82.53946304321288,92.10895061492917,77.17815160751341,122.08156585693332
mig,0.8,128.42803001403806,147.33152389526398,121.65497779846199,432.88337707519537
mig,0.9,211.95979118347176,393.3939623832702,250.25768280029303,431.75611495971674
mig,1.0,1141.8753862380984,614.4873142242429,856.0319495201111,1107.1386241912844
