mode,load,0_resnet18-32,1_vgg11-4,2_vgg16-32
mps-uncap,0.8,34.9721908569336,24.28059577941895,69.53508853912355
mps-uncap,0.9,100.04651546478271,59.77568626403811,137.45338916778564
mps-uncap,1.0,1984.3897342681885,393.1114673614502,1261.1295461654663
mps-uncap,0.5,6.711935997009305,6.276321411132829,19.64879035949707
mps-uncap,0.6,12.26949691772461,9.439396858215336,29.112243652343754
mps-uncap,0.7,19.873976707458496,12.307286262512207,43.04223060607911
mps-uncap,0.1,0.07200241088867188,0.06937980651855469,0.0705718994140625
mps-uncap,0.2,0.07047653198242188,0.06899833679199219,7.09488391876221
mps-uncap,0.3,0.07491111755371095,0.06866455078125,10.78782081604005
mps-uncap,0.4,3.3979892730712895,1.3101577758789074,17.360830307006836
