mode,load,0_resnet18-32,1_vgg11-4,2_vgg16-32
mps-uncap,0.8,1092.758226846357,260.943389559803,1004.0815847088041
mps-uncap,0.9,1168.7378977054684,290.4534255205394,1194.0399499200232
mps-uncap,1.0,1322.3591333494505,325.1184626307837,1315.6102171256268
mps-uncap,0.5,631.9505635238959,165.4943735175429,674.0626004213257
mps-uncap,0.6,755.7672126943019,196.4512459574019,792.3108020035238
mps-uncap,0.7,901.5775278675206,220.57400226953365,891.2151871663177
mps-uncap,0.1,129.30828749442227,31.301328187224872,128.86595741965564
mps-uncap,0.2,264.43413377713057,65.48242035630638,260.92629037052785
mps-uncap,0.3,391.15183587145793,95.14049549283865,385.03767190098324
mps-uncap,0.4,528.3069911554,126.92189670752813,541.9937928697768
