mode,load,0_resnet18-32,1_vgg11-4,2_vgg16-32
mps-uncap,0.8,19.936561584472656,11.703014373779297,37.12320327758789
mps-uncap,0.9,32.93418884277344,20.108699798583984,64.21887874603271
mps-uncap,1.0,1300.646424293518,165.79508781433105,914.9764776229858
mps-uncap,0.5,5.778193473815918,3.153085708618164,20.09749412536621
mps-uncap,0.6,10.344505310058594,4.660248756408691,21.815180778503418
mps-uncap,0.7,13.599634170532227,7.082700729370117,27.369022369384766
mps-uncap,0.1,4.307985305786133,2.078533172607422,17.497777938842773
mps-uncap,0.2,4.294395446777344,2.0875930786132812,17.647266387939453
mps-uncap,0.3,4.33659553527832,2.0673274993896484,18.569350242614746
mps-uncap,0.4,4.6710968017578125,2.1059513092041016,19.47164535522461
