mode,load,0_efficientnet_b5-2,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,0.8,15035.630464553833,14437.682151794434,15925.431489944458
mps-uncap,0.9,19905.60793876648,19241.83440208435,20506.842136383057
mps-uncap,1.0,23374.37343597412,25071.059465408325,24206.73894882202
mps-uncap,0.5,379.1377544403076,121.69122695922852,79.07295227050781
mps-uncap,0.6,898.8630771636963,592.7255153656006,1490.9169673919678
mps-uncap,0.7,6481.331348419189,7432.807683944702,9111.38105392456
mps-uncap,0.1,55.15718460083008,41.09525680541992,35.179853439331055
mps-uncap,0.2,74.94759559631348,40.5430793762207,28.60736846923828
mps-uncap,0.3,97.18179702758789,58.64214897155762,29.328107833862305
mps-uncap,0.4,147.04203605651855,112.37168312072754,49.777984619140625
