mode,load,0_efficientnet_b5-2,1_inception_v3-2,2_mobilenet_v2-4
mps-uncap,0.8,14.904975891113281,8.465051651000977,4.004955291748047
mps-uncap,0.9,14.960765838623047,8.475780487060547,4.042148590087891
mps-uncap,1.0,14.59050178527832,8.600234985351562,3.988981246948242
mps-uncap,0.5,14.729022979736328,8.603811264038086,4.045724868774414
mps-uncap,0.6,14.650106430053711,8.478403091430664,4.043817520141602
mps-uncap,0.7,14.877080917358398,8.540868759155273,4.025936126708984
mps-uncap,0.1,14.678001403808594,8.534908294677734,3.984212875366211
mps-uncap,0.2,14.92762565612793,8.521556854248047,4.038095474243164
mps-uncap,0.3,14.620304107666016,8.652925491333008,3.9992332458496094
mps-uncap,0.4,14.79029655456543,8.49604606628418,4.038572311401367
