mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,1.0,11.358499526977539,33.019304275512695,11.250495910644531
mig,1.0,4.373311996459961,9.415102005004883,30.515050888061527
