mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,1.0,1462.56999993901,65.6808346908582,1462.575169148011
mig,1.0,3871.2812748664574,215.65148627431952,531.9668225910541
