mode,load,0_alexnet-32,1_resnet18-8,2_squeezenet1_1-2
mps-uncap,0.8,9234.72845019744,1934.928953302375,550.556298642573
mps-uncap,0.9,9341.09329724431,2235.9075718022837,642.9509812547201
mps-uncap,1.0,9447.500823127333,2348.0928586127106,634.5850298318351
mps-uncap,0.5,5608.856430744493,1227.7513108114074,353.13368755263025
mps-uncap,0.6,6777.020654628288,1488.8690922589853,414.7049992410253
mps-uncap,0.7,7815.124801241441,1695.0792407876345,486.7280549850001
mps-uncap,0.1,1125.8947993218305,244.07286120525035,71.80573207254089
mps-uncap,0.2,2319.3289079511255,490.82518122007707,142.41745425748908
mps-uncap,0.3,3340.0030568855736,739.911840913254,211.42553233227514
mps-uncap,0.4,4468.297999639548,951.9719898516148,279.3448483653398
