mode,load,0_alexnet-32,1_resnet18-8,2_squeezenet1_1-2
mps-uncap,0.8,2.2995471954345703,1.9426345825195312,1.6977787017822266
mps-uncap,0.9,2.3550987243652344,2.0380020141601562,1.664876937866211
mps-uncap,1.0,2.5064945220947266,1.9600391387939453,1.6777515411376953
mps-uncap,0.5,2.2878646850585938,1.9443035125732422,1.6794204711914062
mps-uncap,0.6,2.2852420806884766,1.9309520721435547,1.6617774963378906
mps-uncap,0.7,2.2881031036376953,1.9354820251464844,1.6765594482421875
mps-uncap,0.1,2.3200511932373047,1.9927024841308594,1.7201900482177734
mps-uncap,0.2,2.3043155670166016,2.12860107421875,1.6841888427734375
mps-uncap,0.3,2.3076534271240234,1.9526481628417969,1.6570091247558594
mps-uncap,0.4,2.2864341735839844,1.9295215606689453,1.6698837280273438
