mode,load,0_alexnet-32,1_resnet18-8,2_squeezenet1_1-2
mps-uncap,0.8,3.650665283203125,3.7293434143066406,3.6919116973876953
mps-uncap,0.9,3.7076473236083984,3.7450075149536133,3.648042678833008
mps-uncap,1.0,3.695964813232422,3.7267208099365234,3.644704818725586
mps-uncap,0.5,3.569149971008301,3.9947032928466797,3.3400535583496094
mps-uncap,0.6,3.585338592529297,3.89554500579834,3.413677215576172
mps-uncap,0.7,3.682851791381836,3.8541078567504887,3.609180450439453
mps-uncap,0.1,5.808377265930177,4.86140251159668,4.129648208618164
mps-uncap,0.2,5.367040634155275,4.82027530670166,4.1233062744140625
mps-uncap,0.3,5.094671249389648,4.790019989013672,4.049444198608398
mps-uncap,0.4,3.598928451538086,4.490852355957031,3.8461685180664062
