mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-32,2_squeezenet1_0-8
mps-uncap,0.8,33.98776054382324,15.17176628112793,11.358976364135742
mps-uncap,0.9,27.930736541748047,9.81593132019043,6.320714950561523
mps-uncap,1.0,37.404537200927734,17.093181610107422,15.569925308227539
mps-uncap,0.5,32.808780670166016,14.433622360229492,8.60142707824707
mps-uncap,0.6,29.140710830688477,13.51022720336914,9.019613265991211
mps-uncap,0.7,27.76479721069336,14.552831649780273,11.945486068725586
mps-uncap,0.1,40.224552154541016,22.05657958984375,7.853984832763672
mps-uncap,0.2,33.75411033630371,12.777328491210938,9.197235107421875
mps-uncap,0.3,33.60772132873535,18.615245819091797,9.587526321411133
mps-uncap,0.4,26.504993438720703,12.116193771362305,10.206460952758789
