mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-32,2_squeezenet1_0-8
mps-uncap,0.8,253.18455696105957,80.35969734191895,78.55439186096191
mps-uncap,0.9,874.3691444396973,2276.5958309173584,158.32853317260742
mps-uncap,1.0,8143.180370330811,3725.25691986084,6616.385936737061
mps-uncap,0.5,73.55451583862305,32.35363960266113,18.473148345947266
mps-uncap,0.6,87.97574043273926,37.897586822509766,19.791364669799805
mps-uncap,0.7,160.94660758972168,71.00129127502441,39.94917869567871
mps-uncap,0.1,31.352519989013672,16.628265380859375,9.176015853881836
mps-uncap,0.2,36.29302978515625,32.17792510986328,10.57887077331543
mps-uncap,0.3,45.326948165893555,24.854421615600586,15.646934509277344
mps-uncap,0.4,76.96986198425293,29.11543846130371,16.341447830200195
