mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-32,2_squeezenet1_0-8
mps-uncap,0.8,25.488710403442383,7.550239562988281,4.915714263916016
mps-uncap,0.9,26.095056533813477,8.71117115020752,4.528045654296876
mps-uncap,1.0,26.410579681396484,8.318495750427244,5.27033805847168
mps-uncap,0.5,22.34370708465576,7.714080810546875,3.995180130004883
mps-uncap,0.6,23.050737380981445,7.680702209472656,4.111528396606445
mps-uncap,0.7,24.457716941833496,7.26318359375,4.70271110534668
mps-uncap,0.1,31.99162483215332,10.517334938049316,4.374790191650391
mps-uncap,0.2,31.33859634399414,10.11805534362793,4.272890090942383
mps-uncap,0.3,21.31521701812744,9.582757949829102,4.256415367126465
mps-uncap,0.4,21.393179893493652,8.075761795043947,4.218578338623047
